Id,Saleprice
1717,216339.36893064404
2303,124174.69857670432
116,177189.55242141223
127,138838.11597659742
1371,135010.88602588465
1014,147249.2627724295
1507,108851.90990833573
702,117257.91130592274
750,157576.97852714462
261,149610.83066989097
1559,51292.50040728267
577,211902.1831709734
2812,189797.43542942833
2080,158269.46749157977
1368,113509.76518099321
2376,107907.75889058478
659,107340.7336563263
1235,134413.35609831402
332,73311.4174031686
1917,137372.96233998306
2094,259784.7527458865
1460,253070.51334711773
1471,227231.88846975815
1509,122417.96801947335
1922,133767.69316174317
433,516231.23915000306
460,286404.90493539954
1116,242293.73683794343
1137,163248.25833936385
53,163409.74037009047
2354,273203.8083577256
1475,190734.31942214468
1761,554536.9060731528
842,148768.2990015001
2739,188152.03255417835
2509,142292.13249305563
1007,191429.19182265198
2610,181797.28799332777
1952,101838.23434519477
2719,158028.24347364204
2921,78156.83091461998
1966,156594.43075196468
292,122745.4177008136
1204,188950.28838839868
1829,252847.08503703156
2419,189229.0468645039
391,142188.76123438164
798,100454.13605073138
481,193756.83876749076
193,202459.67267399415
555,116153.27119439
899,37512.38482826628
2357,181900.1291649655
328,131940.6059593318
1356,108431.40897080334
1154,98846.63447182896
1730,180377.63546866385
2249,161824.78489838337
1119,283772.0299839624
2856,152848.03285104912
1394,130134.46682890572
2587,111005.53817340657
61,332011.0732324788
2661,175202.37415213592
2711,134771.29167685713
1147,158986.7422965907
757,113198.24410510504
2623,114524.07052371973
2378,135963.45961575414
1413,140160.994840095
1722,204229.15712464173
1112,231653.69221762285
1623,201397.7538923727
1201,196726.2987228978
1513,111627.20046711809
957,415942.4093257799
1171,253563.10108330625
1145,186763.57458904016
2726,231461.84345546603
703,144607.25180166037
760,96322.78228595856
1964,154002.75015639007
2512,175504.59202290274
159,144088.13065856276
1281,166617.9146890403
468,187660.88695457997
290,122944.86388918059
665,97584.62036730832
1463,236814.7235368126
1792,229862.55139132915
923,176808.42260712406
500,288481.50286767416
1408,208225.30425742656
331,87682.8777175188
170,121270.15723732131
2192,87054.90373269125
2571,311326.35951846605
2314,171925.74418863346
2647,87589.55686163442
422,448119.1352032155
2457,385331.4380615384
1838,210932.92373233996
2805,256010.03887830206
1645,149597.03245342517
1711,303260.1313550226
2825,265885.93786194595
322,354867.2457544266
2103,247312.85603263404
342,119645.50828736255
600,130058.81446743528
488,176203.41324441205
1725,321022.50151300826
2246,289225.05175554694
2847,151942.54309069057
806,227512.26189463175
530,230613.29717900557
963,187878.01888449566
2678,105447.30408823775
171,81738.90611955572
2401,449414.2690155847
805,218472.7821463226
2259,238704.83000746265
1748,174605.12787368143
1361,137047.64826191103
1677,111675.43138023565
1406,148360.92337143124
2322,275971.0302543435
688,157202.55056932595
143,145631.2365267952
804,196281.16176212544
1214,202146.53701250826
2828,138159.88837071075
1999,174399.44068028044
2467,207600.0034892725
2665,152015.22149906325
1538,327057.5274147771
398,123096.63410609443
2822,147118.03818801968
2157,130028.37745341033
1856,194824.31692341334
1269,97724.58506447417
2570,111487.49823119397
2320,228389.71369757847
1517,142826.11443290306
2304,118656.74089827009
1312,89206.36752961298
2012,135694.23540525348
506,259488.88994718096
2865,221669.24741438063
2367,97657.02192743948
554,90532.43460228502
238,138495.32004784542
1954,100389.09937930893
2488,118371.22806755695
2291,63469.90473243281
1969,111651.35060441126
2725,170946.47553634574
1482,135262.04278436064
2763,197165.34690348132
503,266605.48007257166
1584,251228.63165654417
1531,145507.20005586045
2210,186707.57556769636
459,340765.4866485094
556,133067.70610641857
1347,126896.34235720742
1290,68380.82259928946
1388,104452.59842127422
1571,311897.73623513564
2754,203795.2650613429
765,138562.97911519412
2494,132661.7809450751
2870,245327.0442008811
7,219662.92731901992
1114,264051.89609684434
2418,264807.76626443875
291,107452.64788420871
18,378625.9480096776
39,399210.9985745492
1001,271923.71453641425
2442,227864.57941432338
616,105537.52862101301
2680,86953.74055350712
1414,123812.58170950192
289,153459.15301066334
40,253760.87800356466
860,129201.31331259133
409,129234.22230682473
673,156953.32614778608
2427,186050.31098277846
2036,214498.7323362393
2564,140566.4159159246
642,159501.1630320489
1008,181000.0237218557
1908,147444.7116956156
2519,210886.2878043403
1369,89631.09887989424
2855,179472.95573719643
712,104735.81001191138
1943,124558.59300577457
1958,115162.8035245349
107,164216.83735644261
2295,185453.48869144983
704,115157.10548385995
676,153655.94832808184
259,181004.28395325848
93,284860.62076372886
106,234074.95937797136
2315,183791.35017659218
1050,90847.0220468969
1095,200766.53826777416
2709,155018.87450455202
758,129575.73996342148
1496,153882.08888411574
2370,121325.98072487852
2458,292169.9373846831
2733,130004.31097558726
161,243001.08350330187
726,146472.28301063261
845,202059.8817139449
947,236428.26697031304
2232,118000.76370941178
2563,143193.59385101157
2299,145615.83753819094
211,63311.73307426981
605,149707.87332549217
1478,208578.9424662385
2247,275460.1740261313
2274,219859.83679827268
2869,220953.95519266193
967,209419.71093802046
2656,127719.39965384066
667,189282.94074213057
1042,108679.54955174896
2023,165367.02311173573
2447,403933.7156540692
2055,139034.20431984102
2275,300513.53412667185
2204,170159.77313251633
1563,289381.55332985957
483,211674.36273471895
796,114203.7714777046
1526,163390.92494242865
2042,126868.43115660081
442,361831.90546054894
1693,344781.6971677604
1468,213647.1755752514
1430,210999.47907547426
2605,138725.84394877116
1529,196827.26670368377
335,147855.65322962502
1287,120663.1968457831
31,94110.22209214358
1785,359086.08510088344
82,163803.97707056344
2620,112736.26292996557
252,175357.55832976568
721,47473.667964759195
2165,186640.22547722748
2316,199908.08065474514
775,139965.1882785483
1558,90544.69460973609
17,211578.92204069483
1022,216071.2727945638
925,133602.74606214205
438,284806.6425047043
1270,122340.36514735963
1272,133753.57508614074
215,113121.25926364693
266,223468.71144453384
2402,290490.52866655367
1250,127062.05546675381
1984,132589.4779333498
1279,149651.67699783292
377,240060.95700712217
1252,119883.08139088121
2156,252567.5140565954
499,325872.41503218655
1374,127548.27839288037
2898,250683.77991730333
401,119313.07622312155
2721,135450.7877329606
2078,221039.11251500843
2589,125914.99230913364
1946,231805.88505476812
1334,118424.14988252663
2781,212220.43481850863
431,399155.02740999416
576,203441.05517327893
1474,207179.74541699933
2254,151737.66701343894
2155,261361.80073594162
885,100008.01437259771
643,138712.02822607892
1944,122162.16738161744
480,186872.5859429276
2845,83556.60513252643
2387,321880.63725319854
2407,206536.75845458324
2527,169686.11351470533
2514,140229.11979720887
629,153571.37440439186
80,189247.84316993615
1876,131309.88678036554
1546,129299.625531233
2518,162265.41768910436
2347,156063.99463685777
783,239573.56371158367
1322,45699.581271680916
194,81772.21985603332
1770,305950.7313099167
2143,165927.75506157373
1229,230507.42622039013
511,281817.55991495936
46,221886.80509221432
1348,157651.60570105928
2465,205076.38989830983
387,228550.12358642957
873,221773.06125354854
1918,122290.23369605394
2764,222684.73527323647
2184,132826.52793132555
934,127644.24614608407
1920,133450.3049631087
2631,150712.4435394808
1768,601116.3636779522
2040,121902.03635986667
1749,211763.19164651047
834,249405.74904750148
1457,225840.46383631823
79,102249.73656352205
2302,138307.74956199888
1817,141085.6415171604
2755,230273.50010467655
359,172476.81404354854
2059,94924.19398324157
2092,225667.47331304583
2516,214926.34325589865
150,120961.72906337542
1656,110640.55739280867
83,99337.77772164169
2411,181158.9284983604
795,74141.57465177354
2312,214671.12541541806
2917,111791.59410143399
1624,171090.30896625022
2215,294660.8294397597
1211,148431.84375395585
1485,157279.35163198307
1024,169695.31064410866
570,194333.50671894563
2874,140645.10591247468
700,132325.66422887804
2756,209393.02576154933
2022,184339.17979252085
583,226548.89971875853
2392,387739.07672705146
2424,173904.36331608595
212,128094.05415448302
736,125595.33258558478
1610,165204.67193244872
890,103874.40605352823
467,179888.8253835849
578,187726.194655142
1747,198127.15794061872
1149,141681.8973558119
2758,257990.3049073332
857,141538.02526625386
2219,247598.90363423986
733,101014.14707138781
2909,101365.12608425284
1798,247705.23160693928
235,131275.46737402593
2366,110107.87387978923
1027,141971.16829735224
1195,137617.61364188706
1303,45937.72708255454
148,193829.86521561164
608,160396.91561660933
2515,193885.6879893985
821,294948.0399454979
2500,272103.4342003736
745,109914.32942795339
741,135183.8794265075
1611,104291.48900033615
2532,128876.62062160834
1081,237713.75400961042
1692,444283.9680155482
2520,184990.34274995688
276,122416.74301806034
1992,125925.8835840244
663,53589.179904120465
418,119833.68589987073
1733,205283.76231494447
2359,154604.84446164063
253,180415.87283206306
1518,153019.83567195083
2035,130426.64540795411
2919,74988.49143617073
1540,248706.2523881855
2120,156548.18105907357
1674,156341.663854094
256,151237.04426948086
2361,98177.56611538358
978,66640.65423470372
2280,162869.1528400716
2095,215644.43148403033
1709,336357.49269898294
2801,248101.68963609025
1246,106966.57244916512
2373,91321.41808714095
1055,310075.92490531504
2017,129437.50327318834
1099,291779.93608747947
1344,83854.65790143695
835,213210.70431936652
1117,243575.85650903813
2043,76032.03595385526
2085,120869.56870703756
410,144594.36218807398
2650,124930.7701445496
2867,182200.98226596098
1668,113999.09296628012
1161,154021.83630875105
2122,170790.32713261762
2539,155065.97902872087
1047,137450.1037260873
1445,129061.42592363787
541,131343.1632751319
569,221995.26517048333
1276,109178.27846656364
918,156621.7051762097
326,172518.1407377946
1936,131613.1914598932
895,96362.01183227761
257,165070.07895688893
1241,178119.20298784802
1545,127435.9735312191
1189,161847.59543367042
270,131623.83955034346
2066,186499.4873171237
693,108650.63494252581
1259,147562.94318271405
2916,151267.66551704193
2321,291654.9472242247
1977,93426.96288845167
1895,139125.82051238514
1240,174785.31410501423
85,155565.95516563545
1823,130733.36427803768
825,297092.4100649861
110,227856.90149004414
697,116499.23685037499
2297,119750.91838818684
1231,140850.1566495656
1355,140862.56625342014
968,361271.79783586715
584,219443.67238631923
1315,136416.07973280142
1606,150347.5983516188
206,95965.41056718784
1685,392084.8920076371
2016,140252.85659916696
869,199362.0946742256
2135,123506.74660301242
2346,174907.81620177813
2430,228569.28425884774
2198,67853.50306158744
2652,119961.95993323013
27,114093.0780490718
241,155433.96500979364
906,118995.23182424619
1506,134446.14105792064
2098,372998.3977736778
1435,224711.1419798638
2213,158614.333867155
1274,127065.46151091141
743,3907.585782758455
1737,196776.13348289984
2797,263720.8004876213
2185,57231.99691052045
58,168338.2386622289
830,201713.56164299184
808,109515.50972089104
680,149089.7932941394
1153,96841.52614141488
1291,127581.52716376481
1818,148469.02837286805
2161,186149.40078060038
1883,111781.03153470156
350,359991.03178326803
2473,153824.02578864433
295,194322.85651655958
293,187899.55823233852
859,127967.13265893023
288,59757.117748043645
1578,152576.99723589706
102,198368.71917701102
2831,119810.34676349223
1030,162008.10834345577
2551,149093.5747621312
1286,156023.13492071012
958,334940.14794401824
776,135740.55880413408
72,263663.4273352916
2263,252524.56314262183
1866,163757.30512983582
2876,68482.02048503238
2146,232436.01067472115
103,167161.9806551815
1500,123144.31962227922
492,191455.97748915214
167,153929.98994244015
2597,113209.96985935964
2685,110753.7635120523
1035,159564.85496339682
1220,69118.90723313522
2602,157920.09105898498
2159,204070.42976252188
695,141512.5812230839
1109,276636.9288730343
640,193538.01275151366
1652,147049.47219208514
2090,169609.6827691788
1188,190546.47024131953
2345,231914.35951419082
1059,411346.0599945298
2751,235192.59764882675
128,213980.33774566726
1523,183589.39252219166
2925,190236.78536047807
2145,285440.7306213036
1121,218022.72285000706
566,245130.339949924
565,262316.7789288471
1331,141116.70782601344
2928,130988.07274477097
156,137696.46135155123
797,136567.5947332357
327,83949.43050295005
2859,146842.88083916454
1453,127049.5656332733
1762,339722.8896907354
1868,198820.25360455146
1760,182502.62317258923
1113,225577.9491059904
1812,190503.37563716358
117,154507.90697289867
1142,201289.01837639528
2342,431686.43236777
927,165983.0755428548
2478,186138.09469500394
655,81810.05028840687
2064,123463.0496723185
369,289206.7232873663
2239,126456.3147339744
2732,217237.42048654283
1653,154286.68836748583
959,236895.26666025203
2395,358243.2784390203
1412,114664.23882144988
271,250562.69686882387
1484,137465.7022258194
1497,158376.26531420363
552,156855.9425586693
2,130135.46465501815
1855,299796.9315767059
4,283761.8322745679
2292,143942.3622515506
134,142454.3638023805
646,107868.91633189462
42,323811.93791594234
532,228798.33218038265
713,89474.10436340119
2561,139347.7319544854
2360,132115.06773768953
1333,115104.66024677697
1407,237873.30055823643
2892,292593.24420514784
574,203588.11629331633
1227,188793.61798767617
2591,215613.89403911692
1476,213605.79079688626
1125,273859.77095129987
1446,146698.59651109896
408,121809.5363358902
1101,290451.217880999
2251,188999.6716776613
373,179983.08475889667
2554,142022.26518948073
2382,256638.2017989345
1985,84886.77631233088
519,233663.35935092656
1093,196532.11659113812
864,236207.35073371785
2889,144697.48208130835
2308,206389.70723951582
986,178088.83841235354
1302,151602.41164098567
585,164000.25407006865
2708,151991.28205426154
147,135633.86623731462
1441,211932.8455746629
383,189430.02928056696
285,144289.7987967783
181,99498.263454355
358,208514.49627783566
780,166081.46186086893
258,190829.33590560508
1865,233563.9707437337
692,109663.69338446337
2902,340884.12672055885
508,255440.624334597
2638,161609.16480315098
36,145927.25211955162
611,165084.41007792426
2281,169439.8284891276
1678,120987.4435248087
1696,473845.15311922296
1557,42788.281960663415
2180,167197.68125078402
1726,207008.9368577968
951,146574.7922880908
267,217908.6925182395
2706,140053.9687887518
2221,255466.4895723013
1357,169678.5541897904
2901,319259.4212411139
347,169662.00554211458
2164,190305.31798815605
1586,299583.70825959544
360,146130.36208219864
1769,271090.83397552965
2617,160045.09577966653
1879,125779.74709718453
991,228360.13948930905
1535,138014.3247491884
1191,145304.62095328554
1579,216677.0468902175
1882,151280.21291552394
1510,138634.66487588605
2196,162332.5820800867
1845,180580.6651806644
2336,405791.71188299835
942,84076.36299282534
861,130124.29557784655
2555,121934.59368706367
1392,175997.26216769105
2099,249691.66203768668
1543,119812.67637789389
948,299867.25343217683
1239,185544.54116494654
22,181109.77313868082
2796,242431.0435138874
2747,181579.22586985602
92,301424.3675047944
210,169945.0009932834
1858,203333.6472888632
2228,164725.16010048974
447,236014.9660013844
827,241102.5215139927
1649,225665.6920431115
682,132644.73052177834
2698,105883.77286768836
494,168014.03686201552
214,79798.51350949303
2441,244422.00589514273
2679,112778.18722329632
1336,119572.47993711536
465,175902.46306397888
1524,154091.0050525469
2543,112828.70120388197
631,143824.62043506256
2452,316431.0414466645
228,158384.5702399384
126,174093.10786856007
1092,231154.4331381368
1122,231633.01522344822
932,231985.89737670717
1980,66126.4083716796
2171,104786.75221359581
551,157671.58458920685
2768,163762.99811047257
2056,108082.22914651832
1159,358890.18660139677
2645,122996.40316095931
1174,167041.2700476815
2266,199898.214122445
2462,393972.2288035095
1219,139174.67553028333
2922,185978.88231030482
118,148110.24196525963
474,156832.48534549953
2576,150846.732308605
872,291227.7834782093
1077,197791.24162313962
1536,155710.57500248434
1150,120907.20647591006
2341,333272.32622238377
1931,167033.76058813932
2785,140823.59922618
2538,126642.1780337439
597,205814.36780138934
464,192850.3519230464
233,234584.32818332833
2169,133808.87059135525
2123,168284.44159672697
1867,179160.73664529182
137,258282.09500558052
515,244593.31429663164
933,112905.34766895804
2784,177195.34490975854
972,173679.59564903975
599,179011.18081763285
2614,120826.56888719894
2582,142147.28329652178
1409,164080.06573962787
175,113409.48650971471
352,236725.6413694382
976,85063.56950597491
2134,187932.32142395404
984,116073.66041404834
2396,372908.6132815691
1673,129225.64403684756
404,123205.14588691416
607,163394.67539283264
814,145967.40243318956
868,185454.03238910303
2271,207201.18272143617
1633,229616.03383698978
337,173853.67628624232
2765,202274.4117678819
1746,241811.87546691982
368,337428.2938373422
2806,206541.1713238544
1662,201282.50977760513
1234,217147.34335432146
1373,124773.14229875122
1672,115354.92462913755
1939,120407.66128537056
